cu_soil_kPa,column_diameter_m,column_length_m,spacing_to_diameter_ratio,encasement_stiffness_kN_m,ultimate_column_stress_kPa,load_at_10mm_settlement_kPa,factor_of_safety
18.108904159657687,0.618697396946767,4.351008332342984,2.282447086746299,2.476920534116349,417.44998342393046,215.05886450285877,6.395519028622512
38.275000724347066,0.06844018734410114,1.2318579106327516,3.1417548336789523,1.4107127518591311,758.4643510413028,349.49008363497103,6.5561477183704975
30.61978796339918,0.06659266364674794,5.151695180784691,2.3705407107666474,18.18859007371753,925.7657180396288,469.15192513273536,9.58851166057149
25.95304694689628,0.29270766436215595,4.010122942735365,2.557286126230073,3.8025753263741136,579.849328032619,285.13925730667063,6.831190484194519
10.460652415485278,0.4164823928034993,8.254599420926109,2.4374196006471665,16.425003091194085,388.0711570733038,194.42087713928046,8.408611967533274
10.459808211767093,0.6278055633558449,7.427039293651208,2.3656755597376344,10.892617422142717,344.90459223443474,174.93953402228237,7.473633274577087
7.032926425886981,0.5624715324548789,4.629287247091464,3.651421903121334,1.557130392175392,211.78524505077672,94.24475672144068,5.635236654549937
35.31616510212273,0.3844270297825612,2.927553629357885,2.5714151353217805,19.10896382876135,1066.54361240785,523.3974137629107,9.8489200038217
26.039025411012307,0.2552199997112494,11.861217207404865,3.8542475637288987,4.9392233398378504,599.2571826619165,263.9067694691092,7.042001648708131
29.78254022286159,0.7978433751182834,5.666418805874932,3.939853050690382,17.19290690705213,886.5351828918915,388.8819485106229,9.385659912357758
5.720457300353086,0.3696359766769797,8.38398113505075,3.1425209398741947,3.3762001156912835,198.52256289046298,91.47062074844943,5.78763691456127
38.9468448256698,0.38854026824725657,2.030414423908985,2.286002245331453,17.078857642837058,1117.5860443298855,575.3498570172233,9.522139760232038
34.13549242801476,0.17271786589375188,6.032840516049014,2.7490964867591625,0.2645762581058797,663.2858870409916,317.9732861839032,6.296695244980602
12.431868873739665,0.6461071615624471,0.7194259504857996,3.595464526696428,10.235609131389614,383.12338913399526,171.03132673484282,7.5005060281374405
11.36387385224852,0.5702616693361166,6.2632793677612195,2.734781457394141,15.388851588431136,402.1893586072162,193.1411077260392,8.308035090003735
11.419157844870185,0.21557720959157028,11.582601922565347,2.1740344366055773,18.695910349855666,430.9392859458886,227.08165630011862,8.876580321112673
15.64847850358382,0.11178578421188202,4.856797870635283,3.113569821856376,18.18404272412974,536.6108970446055,247.856243373016,9.076455332435607
23.366475107128323,0.5603744765560349,0.8523537458689745,3.6902417029920693,16.392497390952897,711.5494981395319,315.9704631565335,9.074012884257124
20.11807565247405,0.5408834107108514,0.759087174664385,3.5918527742870046,17.763826993226083,647.4419364878589,289.087070425635,9.21033067113029
15.193019906931466,0.254944645248657,4.900646415383687,2.3502462802607065,3.98439371674153,380.1317580217246,193.34401274359436,6.555968296446267
26.414851315283283,0.7631476716878078,2.256289262973051,3.345529228824933,5.683685914234575,618.3107444186696,280.47008869573983,7.186557207574907
9.882285122821465,0.16329341883567516,0.6708843174069565,2.441008526871294,5.77937049842117,293.6331993180556,147.02099820080792,6.568135946861051
15.225062698732636,0.3742511007819514,9.172077921822051,2.4364150691043447,7.541078620033977,417.02211943333253,208.95983858332093,7.182277608337116
17.822664515279207,0.7577119401256992,5.718866903029932,3.74814354661037,7.866413407703774,474.3278115071964,209.98916391877452,7.347465033696082
20.962449447596256,0.36479548769459175,3.7552393548827925,2.49933790548046,10.89110649309351,579.1961966730271,287.31077671954296,7.999270886545786
32.481158648755475,0.5288944607480642,10.840964922991176,2.5264946930360224,3.1975952673288277,690.7031179882894,341.20533945659105,6.824934276030401
11.988582375542592,0.3481957984720957,1.747211938326097,2.001306781522599,13.824933275719786,404.1407756529533,222.19828562782453,8.087432476401077
22.998205344476407,0.25566140176150254,11.488658415881703,3.7413380682510353,3.35133078609013,518.1224832957438,229.45803314463865,6.685838454684196
25.734509910171486,0.7879832359698712,4.042013921577293,3.5851896264182694,6.20616964209095,613.0207780317202,273.8238668435393,7.268767557780761
6.62576444519992,0.35700050473628225,10.705482598780701,3.254657870181356,10.06690261212308,254.52550437025232,116.22710130162892,6.961017465416269
26.264069816550343,0.7205744027593508,7.394137367161754,3.5005315278776843,15.928811230469545,776.9203964738899,348.80984721083024,9.069797028006514
10.968344329055203,0.22246595441831463,9.989805373001255,2.3040971348489836,14.789384664774545,387.63924075745393,198.86611632502098,8.174445466253552
7.2768057544847835,0.20982852801881247,11.814552693241385,2.916647189175151,12.910687128210444,286.390538448037,134.7557851815368,7.498702099133828
38.210993803866664,0.07335056216338352,3.74550307869745,2.702438774697562,3.115465211603403,794.502318531599,383.07409552298446,6.877171453214839
38.79712115760958,0.5387501190319138,11.549171630728079,2.187553052514033,10.940906912311554,978.1700897349618,513.9126385861276,8.360942430117017
33.29390718407614,0.32639475779282084,4.917989980868076,2.972260970429848,1.748930035997709,677.6960928139415,317.10540383775657,6.564610994963212
15.661481921067974,0.6982686873797278,4.871938094948299,3.841479300685271,7.547263535933015,426.085144224011,187.75815633814048,7.2030170493189365
8.418523990223434,0.40490743001866786,4.348490409352266,2.080118238101389,8.270330605799183,281.6138587719619,151.69628010545483,6.860881256796324
28.94815592792549,0.7761450709360413,6.680328245231989,2.5829218269875875,0.7962287889150765,584.4731991868125,286.35387524440785,6.327495210607428
20.405337280886044,0.18914413677734088,2.18808250087045,2.415081872411407,5.479761989399437,497.4173628945372,250.13612722137375,7.0045619663069365
9.271338219567259,0.7014673759667082,6.823053230152929,2.4762933073313924,19.112989345329787,377.56996375155626,187.9720369882868,8.744428693401304
22.331191853894456,0.6324476395938063,6.683775823956046,3.8168691037587505,19.07265215659379,722.5321226205479,318.77017330461666,9.528568822497839
6.203598239032644,0.628191383483039,9.238061026216492,2.9361381084685805,7.0465410850507855,228.21289878695526,107.168376837416,6.426903801314449
36.826214072757374,0.6835874210876658,10.070339558475993,2.9325988258796376,0.8620021789664811,721.4946615410342,338.9339061964052,6.438149430777064
14.057299356000591,0.6207679932072492,5.509119663624119,3.5211512849105646,3.581898786563631,354.88255929939936,159.12682911246222,6.435648418632994
28.18827995238937,0.5196652412235616,3.9070656924773273,2.3089844080098514,7.844355868670803,689.3891009703625,353.3399076726455,7.6200261728642324
15.909887663129384,0.14843365826179067,3.4082848088782955,2.974530708200102,18.955593959384597,551.5426848226476,258.01895678118376,9.227022604094667
23.20238074122338,0.07439463461843894,2.657636505776514,2.8599704282421197,2.8239812707436984,514.3984322898299,243.49293470257777,6.5943485089293405
24.13485977701479,0.7406358858617652,1.0687119535086886,3.1938213810933123,15.270316873364244,714.3310296628357,327.7498450579002,8.891665121548503
11.469905943393446,0.5124877358905535,4.372396554482675,3.999115406500877,2.1736507874938416,295.0003979325911,129.06756863346962,6.06064351394961
38.93546197175955,0.6474029682321323,3.5348732287170854,3.5388977881640944,19.62515154782554,1173.7306505217505,525.7242766730513,10.002932547914146
32.12964881763901,0.4111417636344125,11.610441676050325,2.7957314060348546,7.6323299821827,767.28821853155,365.8157749876048,7.648093029852662
37.88246295474662,0.13798114172179587,6.86942238450051,3.6551061045480937,15.504690777981121,1056.465946779496,470.0331621902219,9.210193862709394
36.31895726496771,0.14388934415191285,4.428413652753888,2.3414167266249604,6.851821656222636,837.5923412531877,426.7067852739542,7.559675524363201
25.92649925838798,0.5641739654217286,7.133424171526873,2.06092737261792,12.553377543176174,715.8720202177057,387.47444359508415,8.440269828791294
37.265598225809086,0.372729421174597,2.014681735610068,2.408896744928546,3.8403216948007346,792.5742923200733,398.98083109931576,7.003767305725532
8.097237571817182,0.20039354502525253,5.550907490745554,2.680823112228519,2.920420385939251,239.52474270554907,115.80691863277954,5.951946515963849
